QuestionText,Category,Answer
"['رتب', 'خطوات', 'إعداد', 'وجبة', 'الإفطار']",الثقافة,"['لإعداد', 'وجبة', 'اتبع', 'الخطوات', 'التالية', '1', 'اختيار', 'المكونات', 'اللازمة', '2', 'غسل', 'وتحضير', 'الخضروات', 'والفواكه', '3', 'طهي', 'البيض', 'تحضير', 'السندويشات', '4', 'تجهيز', 'المشروبات', 'الشاي', 'العصير', '5', 'تقديم', 'الطعام', 'المائدة']"
"['رتب', 'الفصول', 'الأربعة', 'الترتيب', 'الزمني']",العلوم,"['الفصول', 'الأربعة', 'مرتبة', 'الترتيب', 'الزمني', 'هي', '1', 'الربيع', '2', 'الصيف', '3', 'الخريف', '4', 'الشتاء']"
"['رتب', 'الأحداث', 'قصة', 'علي', 'بابا', 'والأربعين', 'حرامي']",الثقافة,"['لترتيب', 'الأحداث', 'قصة', 'علي', 'بابا', 'والأربعين', 'حرامي', '1', 'اكتشاف', 'علي', 'بابا', 'للمغارة', 'السرية', '2', 'سرقة', 'الثروة', 'المغارة', '3', 'محاولة', 'الأربعين', 'حرامي', 'استعادة', 'الثروة', '4', 'انتصار', 'علي', 'بابا', 'عليهم', 'بمساعدة', 'مرجانة', '5', 'نهاية', 'القصة', 'بزواج', 'علي', 'بابا', 'ومرجانة']"
"['رتب', 'الخطوات', 'اللازمة', 'لتشغيل', 'الحاسوب']",التكنولوجيا,"['لتشغيل', 'اتبع', 'الخطوات', 'التالية', '1', 'توصيل', 'الحاسوب', 'بمصدر', 'الكهرباء', '2', 'الضغط', 'زر', 'التشغيل', '3', 'انتظار', 'تحميل', 'نظام', 'التشغيل', '4', 'إدخال', 'كلمة', 'المرور', 'لزم', 'الأمر', '5', 'البدء', 'استخدام', 'الحاسوب']"
"['رتب', 'الأحداث', 'تاريخ', 'الدولة', 'العباسية']",التاريخ,"['لترتيب', 'الأحداث', 'تاريخ', 'الدولة', 'العباسية', '1', 'تأسيس', 'الدولة', 'العباسية', '750م', '2', 'بناء', 'بغداد', 'كعاصمة', 'جديدة', '3', 'العصر', 'الذهبي', 'للعلوم', 'والفنون', '4', 'غزو', 'المغول', 'لبغداد', '1258م', '5', 'سقوط', 'الدولة', 'العباسية']"
"['رتب', 'خطوات', 'إعداد', 'القهوة']",الثقافة,"['لإعداد', 'اتبع', 'الخطوات', 'التالية', '1', 'غلي', 'الماء', '2', 'إضافة', 'القهوة', 'الفلتر', '3', 'صب', 'الماء', 'الساخن', 'القهوة', '4', 'تقليب', 'القهوة', 'بلطف', '5', 'تقديم', 'القهوة', 'الفنجان']"
"['رتب', 'الأحداث', 'قصة', 'روبنسون', 'كروزو']",الثقافة,"['لترتيب', 'الأحداث', 'قصة', 'روبنسون', 'كروزو', '1', 'تحطم', 'السفينة', '2', 'وصول', 'روبنسون', 'كروزو', 'الجزيرة', '3', 'بناء', 'المأوى', 'والبحث', 'الطعام', '4', 'مواجهة', 'السكان', 'الأصليين', '5', 'الإنقاذ', 'والعودة', 'الوطن']"
"['رتب', 'مراحل', 'تطور', 'الصناعة']",الاقتصاد والعمل,"['مراحل', 'تطور', 'الصناعة', 'مرتبة', 'هي', '1', 'الثورة', 'الصناعية', 'الأولى', '2', 'الثورة', 'الصناعية', 'الثانية', '3', 'الثورة', 'الصناعية', 'الثالثة', '4', 'الثورة', 'الصناعية', 'الرابعة', 'الحالية', 'والمستقبلية']"
"['رتب', 'الأفعال', 'الجملة', 'زمن', 'حدوثها']",الثقافة,"['الأفعال', 'مرتبة', 'زمن', 'حدوثها', '1', 'أكل', 'الماضي', '2', 'يأكل', 'المضارع', '3', 'سيأكل', 'المستقبل']"
"['رتب', 'الخطوات', 'اللازمة', 'لكتابة', 'تقرير', 'علمي']",التعليم,"['الخطوات', 'اللازمة', 'لكتابة', 'تقرير', 'علمي', 'هي', '1', 'اختيار', 'الموضوع', 'وتحديد', 'الهدف', '2', 'جمع', 'المعلومات', 'والبيانات', '3', 'تحليل', 'البيانات', 'واستخلاص', 'النتائج', '4', 'كتابة', 'المقدمة', '5', 'كتابة', 'الأقسام', 'المختلفة', 'مناقشة', '6', 'تنسيق', 'التقرير', 'وإضافة', 'المراجع', '7', 'مراجعة', 'التقرير', 'النهائي']"
"['رتب', 'الأحداث', 'تاريخ', 'الدولة', 'العثمانية']",التاريخ,"['لترتيب', 'الأحداث', 'تاريخ', 'الدولة', 'العثمانية', '1', 'تأسيس', 'الدولة', 'العثمانية', '1299م', '2', 'فتح', 'القسطنطينية', '1453م', '3', 'توسع', 'الإمبراطورية', 'أوروبا', 'وآسيا', '4', 'الحرب', 'العالمية', 'الأولى', '5', 'سقوط', 'الدولة', 'العثمانية', 'وإعلان', 'الجمهورية', 'التركية', '1923م']"
"['رتب', 'خطوات', 'إعداد', 'الشاي']",الثقافة,"['لإعداد', 'اتبع', 'الخطوات', 'التالية', '1', 'غلي', 'الماء', '2', 'وضع', 'أوراق', 'الشاي', 'الأكياس', 'الكوب', '3', 'صب', 'الماء', 'المغلي', 'الشاي', '4', 'الشاي', 'يتخمر', 'لبضع', 'دقائق', '5', 'إضافة', 'السكر', 'الحليب', 'الرغبة', '6', 'تقليب', 'الشاي', 'وتقديمه']"
"['رتب', 'الأحداث', 'قصة', 'الأميرة', 'النائمة']",الثقافة,"['لترتيب', 'الأحداث', 'قصة', 'الأميرة', 'النائمة', '1', 'ولادة', 'الأميرة', 'واحتفال', 'الملك', 'والملكة', '2', 'لعنة', 'الساحرة', 'الشريرة', '3', 'دخول', 'الأميرة', 'نوم', 'عميق', '4', 'قدوم', 'الأمير', 'وإنقاذ', 'الأميرة', '5', 'زواج', 'الأمير', 'والأميرة', 'والنهاية', 'السعيدة']"
"['رتب', 'مراحل', 'تطور', 'الزراعة']",الاقتصاد والعمل,"['مراحل', 'تطور', 'الزراعة', 'مرتبة', 'هي', '1', 'الزراعة', 'البدائية', 'الاستخدام', 'الأول', 'للأدوات', 'البسيطة', '2', 'الزراعة', 'التقليدية', 'استخدام', 'الحيوانات', 'للحرث', '3', 'الثورة', 'الزراعية', 'الأولى', 'تطور', 'الأساليب', 'الزراعية', '4', 'الثورة', 'الزراعية', 'الثانية', 'استخدام', 'الميكنة', 'والأسمدة', '5', 'الزراعة', 'الحديثة', 'التقنيات', 'المتقدمة', 'والابتكار']"
"['رتب', 'الأفعال', 'الجملة', 'ترتيب', 'حدوثها']",الثقافة,"['الأفعال', 'مرتبة', 'ترتيب', 'حدوثها', '1', 'لعب', 'الماضي', '2', 'يلعب', 'المضارع', '3', 'سيلعب', 'المستقبل']"
"['رتب', 'الخطوات', 'الأساسية', 'لإعداد', 'تجربة', 'علمية']",العلوم,"['الخطوات', 'الأساسية', 'لإعداد', 'تجربة', 'علمية', 'هي', '1', 'تحديد', 'السؤال', 'الفرضية', '2', 'مراجعة', 'الأدبيات', 'العلمية', '3', 'تصميم', 'التجربة', 'وتحديد', 'المتغيرات', '4', 'جمع', 'المواد', 'والأدوات', 'اللازمة', '5', 'تنفيذ', 'التجربة', 'وتسجيل', 'البيانات', '6', 'تحليل', 'النتائج', 'واستخلاص', 'الاستنتاجات', '7', 'كتابة', 'التقرير', 'العلمي']"
"['رتب', 'الأحداث', 'تاريخ', 'الدولة', 'الفاطمية']",التاريخ,"['لترتيب', 'الأحداث', 'تاريخ', 'الدولة', 'الفاطمية', '1', 'تأسيس', 'الدولة', 'الفاطمية', 'أفريقيا', '909م', '2', 'نقل', 'العاصمة', 'القاهرة', '3', 'توسع', 'الدولة', 'الفاطمية', 'الشام', 'والحجاز', '4', 'ازدهار', 'العلوم', 'والفنون', 'العصر', 'الفاطمي', '5', 'سقوط', 'الدولة', 'الفاطمية', 'وقيام', 'الدولة', 'الأيوبية', '1171م']"
"['رتب', 'خطوات', 'إعداد', 'الكيك']",الثقافة,"['لإعداد', 'اتبع', 'الخطوات', 'التالية', '1', 'جمع', 'المكونات', 'اللازمة', '2', 'خلط', 'المكونات', 'الجافة', '3', 'خفق', 'البيض', 'والسكر', 'والزبدة', '4', 'مزج', 'المكونات', 'الجافة', 'والرطبة', '5', 'صب', 'الخليط', 'القالب', '6', 'خبز', 'الكيك', 'الفرن', '7', 'تبريد', 'الكيك', 'وتقديمه']"
"['رتب', 'الأحداث', 'قصة', 'سندريلا']",الثقافة,"['لترتيب', 'الأحداث', 'قصة', 'سندريلا', '1', 'وفاة', 'والدة', 'سندريلا', 'وزواج', 'والدها', 'امرأة', 'شريرة', '2', 'إجبار', 'سندريلا', 'العمل', 'كخادمة', 'بيتها', '3', 'دعوة', 'الأمير', 'لجميع', 'الفتيات', 'لحضور', 'الحفل', '4', 'مساعدة', 'الجنية', 'لسندريلا', 'لتحضر', 'الحفل', '5', 'فقدان', 'سندريلا', 'لحذائها', 'الزجاجي', '6', 'بحث', 'الأمير', 'صاحبة', 'الحذاء', '7', 'زواج', 'سندريلا', 'الأمير', 'والنهاية', 'السعيدة']"
"['رتب', 'مراحل', 'تطور', 'النقل']",التكنولوجيا,"['مراحل', 'تطور', 'النقل', 'مرتبة', 'هي', '1', 'اختراع', 'العجلة', 'حوالي', '3500', '2', 'تطوير', 'السفن', 'الشراعية', '3', 'اختراع', 'المحرك', 'البخاري', '4', 'اختراع', 'السيارة', '5', 'اختراع', 'الطائرة', '6', 'تطوير', 'النقل', 'الفضائي']"
"['رتب', 'الأفعال', 'الجملة', 'ترتيب', 'حدوثها']",الثقافة,"['الأفعال', 'مرتبة', 'ترتيب', 'حدوثها', '1', 'كتب', 'الماضي', '2', 'يكتب', 'المضارع', '3', 'سيكتب', 'المستقبل']"
"['رتب', 'الخطوات', 'الأساسية', 'لكتابة', 'رسالة', 'رسمية']",التعليم,"['الخطوات', 'الأساسية', 'لكتابة', 'رسالة', 'رسمية', 'هي', '1', 'كتابة', 'عنوان', 'المرسل', 'والمرسل', 'إليه', '2', 'كتابة', 'تاريخ', 'الرسالة', '3', 'كتابة', 'التحية', '4', 'كتابة', 'محتوى', 'الرسالة', '5', 'كتابة', 'الخاتمة', 'والتوقيع', '6', 'مراجعة', 'الرسالة', 'وإرسالها']"
"['رتب', 'الأحداث', 'تاريخ', 'الدولة', 'الأيوبية']",التاريخ,"['لترتيب', 'الأحداث', 'تاريخ', 'الدولة', 'الأيوبية', '1', 'تأسيس', 'الدولة', 'الأيوبية', '1174م', '2', 'تحرير', 'القدس', 'بقيادة', 'صلاح', 'الدين', 'الأيوبي', '1187م', '3', 'الحروب', 'الصليبية', 'الثالثة', '4', 'توسع', 'الدولة', 'مصر', 'والشام', '5', 'سقوط', 'الدولة', 'الأيوبية', 'وقيام', 'المماليك', '1250م']"
"['رتب', 'خطوات', 'إعداد', 'البيتزا']",الثقافة,"['لإعداد', 'اتبع', 'الخطوات', 'التالية', '1', 'إعداد', 'العجين', '2', 'تحضير', 'الصلصة', '3', 'فرد', 'العجين', 'ووضع', 'الصلصة', 'عليه', '4', 'إضافة', 'المكونات', 'المفضلة', '5', 'خبز', 'البيتزا', 'الفرن', '6', 'تقطيع', 'البيتزا', 'وتقديمها']"
"['رتب', 'الأحداث', 'قصة', 'الأمير', 'الضفدع']",الثقافة,"['لترتيب', 'الأحداث', 'قصة', 'الأمير', 'الضفدع', '1', 'لقاء', 'الأميرة', 'بالضفدع', '2', 'وعد', 'الأميرة', 'للضفدع', 'بتحقيق', 'أمنياته', '3', 'تحول', 'الضفدع', 'أمير', '4', 'اكتشاف', 'الأميرة', 'للحقيقة', '5', 'زواج', 'الأميرة', 'والأمير', 'والنهاية', 'السعيدة']"
"['رتب', 'مراحل', 'تطور', 'التكنولوجيا']",التكنولوجيا,"['مراحل', 'تطور', 'التكنولوجيا', 'مرتبة', 'هي', '1', 'الثورة', 'الصناعية', 'الأولى', '2', 'الثورة', 'الصناعية', 'الثانية', '3', 'الثورة', 'الصناعية', 'الثالثة', 'الثورة', 'الرقمية', '4', 'الثورة', 'الصناعية', 'الرابعة', 'الذكاء', 'الاصطناعي', 'والتكنولوجيا', 'الذكية']"
"['رتب', 'الأفعال', 'الجملة', 'ترتيب', 'حدوثها']",الثقافة,"['الأفعال', 'مرتبة', 'ترتيب', 'حدوثها', '1', 'شرب', 'الماضي', '2', 'يشرب', 'المضارع', '3', 'سيشرب', 'المستقبل']"
"['رتب', 'الخطوات', 'الأساسية', 'لإجراء', 'بحث', 'علمي']",العلوم,"['الخطوات', 'الأساسية', 'لإجراء', 'بحث', 'علمي', 'هي', '1', 'تحديد', 'الموضوع', 'والفرضية', '2', 'مراجعة', 'الأدبيات', 'السابقة', '3', 'تصميم', 'المنهجية', 'البحثية', '4', 'جمع', 'البيانات', 'والمعلومات', '5', 'تحليل', 'البيانات', '6', 'استخلاص', 'النتائج', '7', 'كتابة', 'التقرير', 'البحثي']"
"['رتب', 'الأحداث', 'تاريخ', 'الدولة', 'الزنكية']",التاريخ,"['لترتيب', 'الأحداث', 'تاريخ', 'الدولة', 'الزنكية', '1', 'تأسيس', 'الدولة', 'الزنكية', '1127م', '2', 'توسع', 'نفوذ', 'الزنكيين', 'الشام', 'والعراق', '3', 'مقاومة', 'الصليبيين', 'واستعادة', 'الأراضي', '4', 'وفاة', 'نور', 'الدين', 'زنكي', '5', 'سقوط', 'الدولة', 'الزنكية', 'وصعود', 'الأيوبيين', '1174م']"
"['رتب', 'خطوات', 'إعداد', 'العشاء']",الثقافة,"['لإعداد', 'اتبع', 'الخطوات', 'التالية', '1', 'تخطيط', 'قائمة', 'الطعام', '2', 'شراء', 'المكونات', 'اللازمة', '3', 'تحضير', 'المكونات', 'وطهيها', '4', 'ترتيب', 'المائدة', '5', 'تقديم', 'العشاء']"
"['رتب', 'الأحداث', 'قصة', 'بياض', 'الثلج', 'والأقزام', 'السبعة']",الثقافة,"['لترتيب', 'الأحداث', 'قصة', 'بياض', 'الثلج', 'والأقزام', 'السبعة', '1', 'غيرة', 'الملكة', 'الشريرة', 'جمال', 'بياض', 'الثلج', '2', 'هروب', 'بياض', 'الثلج', 'الغابة', '3', 'لقاء', 'بياض', 'الثلج', 'بالأقزام', 'السبعة', '4', 'محاولة', 'الملكة', 'الشريرة', 'قتل', 'بياض', 'الثلج', '5', 'إنقاذ', 'الأمير', 'لبياض', 'الثلج', 'والنهاية', 'السعيدة']"
"['عدد', 'فوائد', 'القراءة']",الثقافة,"['فوائد', 'القراءة', 'تشمل', 'توسيع', 'تحسين', 'تعزيز', 'التفكير', 'تقليل', 'تحسين', 'التركيز', 'وتوفير', 'التسلية']"
"['عدد', 'فوائد', 'السفر']",السفر والسياحة,"['فوائد', 'السفر', 'تشمل', 'توسيع', 'الآفاق', 'تحسين', 'المهارات', 'تقليل', 'تعزيز', 'الصحة', 'وتعزيز', 'العلاقات', 'الاجتماعية']"
"['عدد', 'فوائد', 'الصحة']",الصحة,"['فوائد', 'الصحة', 'تشمل', 'تحسين', 'جودة', 'زيادة', 'الطاقة', 'تقليل', 'مخاطر', 'الأمراض', 'تعزيز', 'الصحة', 'وتحسين', 'القدرة', 'التركيز', 'والإنتاجية']"
"['عدد', 'فوائد', 'النوم']",الصحة,"['فوائد', 'النوم', 'تشمل', 'تحسين', 'تعزيز', 'الجهاز', 'تقليل', 'تعزيز', 'الصحة', 'وزيادة', 'التركيز', 'والإنتاجية']"
"['عدد', 'فوائد', 'الرياضة']",الرياضة,"['فوائد', 'الرياضة', 'تشمل', 'تحسين', 'اللياقة', 'تعزيز', 'الصحة', 'تقليل', 'مخاطر', 'الأمراض', 'تحسين', 'جودة', 'وزيادة', 'الطاقة', 'والنشاط', 'اليومي']"
"['عدد', 'فوائد', 'العمل', 'الجماعي']",الاقتصاد والعمل,"['فوائد', 'العمل', 'الجماعي', 'تشمل', 'تعزيز', 'تحسين', 'زيادة', 'تعزيز', 'الروح', 'وتطوير', 'المهارات', 'الاجتماعية']"
"['عدد', 'فوائد', 'التطوع']",التطوع,"['فوائد', 'التطوع', 'تشمل', 'تطوير', 'المهارات', 'تعزيز', 'الروابط', 'تحسين', 'الصحة', 'تقديم', 'المساعدة', 'واكتساب', 'الخبرات', 'العملية']"
"['عدد', 'فوائد', 'النوم', 'الجيد']",الصحة,"['فوائد', 'النوم', 'الجيد', 'تشمل', 'تحسين', 'تعزيز', 'الجهاز', 'تقليل', 'تعزيز', 'الصحة', 'وزيادة', 'التركيز', 'والإنتاجية']"
"['عدد', 'فوائد', 'القراءة', 'اليومية']",الثقافة,"['فوائد', 'القراءة', 'اليومية', 'تشمل', 'توسيع', 'تحسين', 'تعزيز', 'التفكير', 'تقليل', 'تحسين', 'التركيز', 'وتوفير', 'التسلية']"
"['عدد', 'فوائد', 'التأمل']",الصحة,"['فوائد', 'التأمل', 'تشمل', 'تقليل', 'تعزيز', 'تحسين', 'الصحة', 'زيادة', 'الوعي', 'وتعزيز', 'الرفاهية', 'العامة']"
"['عدد', 'فوائد', 'السفر', 'للخارج']",السفر والسياحة,"['فوائد', 'السفر', 'للخارج', 'تشمل', 'توسيع', 'الآفاق', 'تحسين', 'المهارات', 'اكتساب', 'تجارب', 'تعزيز', 'الثقة', 'وبناء', 'علاقات', 'دولية']"
"['عدد', 'فوائد', 'العلم']",التعليم,"['فوائد', 'العلم', 'تشمل', 'تحسين', 'جودة', 'تطوير', 'تعزيز', 'الفهم', 'البشري', 'المساهمة', 'حل', 'وتحقيق', 'التقدم', 'الاقتصادي', 'والاجتماعي']"
"['عدد', 'فوائد', 'الرياضة', 'الجماعية']",الرياضة,"['فوائد', 'الرياضة', 'الجماعية', 'تشمل', 'تعزيز', 'التواصل', 'تحسين', 'تطوير', 'المهارات', 'زيادة', 'اللياقة', 'وتعزيز', 'الروح', 'الجماعية']"
"['عدد', 'فوائد', 'العمل', 'التطوعي']",التطوع,"['فوائد', 'العمل', 'التطوعي', 'تشمل', 'تطوير', 'المهارات', 'تعزيز', 'الروابط', 'تحسين', 'الصحة', 'تقديم', 'المساعدة', 'واكتساب', 'الخبرات', 'العملية']"
"['عدد', 'فوائد', 'الصحة', 'النفسية']",الصحة,"['فوائد', 'الصحة', 'النفسية', 'تشمل', 'تحسين', 'جودة', 'تعزيز', 'القدرة', 'التعامل', 'تحسين', 'العلاقات', 'وزيادة', 'الإنتاجية']"
"['عدد', 'فوائد', 'النوم', 'الكافي']",الصحة,"['فوائد', 'النوم', 'الكافي', 'تشمل', 'تحسين', 'تعزيز', 'الجهاز', 'تقليل', 'تعزيز', 'الصحة', 'وزيادة', 'التركيز', 'والإنتاجية']"
"['عدد', 'فوائد', 'العمل', 'الجماعي']",الاقتصاد والعمل,"['فوائد', 'العمل', 'الجماعي', 'تشمل', 'تعزيز', 'تحسين', 'زيادة', 'تعزيز', 'الروح', 'وتطوير', 'المهارات', 'الاجتماعية']"
"['عدد', 'فوائد', 'التطوع', 'المجتمع']",التطوع,"['فوائد', 'التطوع', 'المجتمع', 'تشمل', 'تعزيز', 'الروابط', 'تحسين', 'الصحة', 'تقديم', 'المساعدة', 'واكتساب', 'المهارات', 'العملية']"
"['عدد', 'فوائد', 'القراءة', 'للأطفال']",الثقافة,"['فوائد', 'القراءة', 'للأطفال', 'تشمل', 'تعزيز', 'النمو', 'تطوير', 'الخيال', 'تحسين', 'وتعزيز', 'الروابط', 'الأسرية']"
"['عدد', 'عناصر', 'الجدول', 'الدوري']",العلوم,"['عناصر', 'الجدول', 'الدوري', 'تشمل', 'وهكذا']"
"['عدد', 'فوائد', 'ممارسة', 'الرياضة']",الصحة,"['فوائد', 'ممارسة', 'الرياضة', 'تشمل', 'تحسين', 'اللياقة', 'تعزيز', 'الصحة', 'تقوية', 'الجهاز', 'خفض', 'خطر', 'الأمراض', 'تحسين', 'النوم']"
"['عدد', 'عناصر', 'الهواء']",العلوم,"['عناصر', 'الهواء', 'تشمل', 'أكسيد', 'الهيدروجين']"
"['عدد', 'أنواع', 'الأدب']",الثقافة,"['أنواع', 'الأدب', 'تشمل', 'القصة', 'المسرحية']"
"['عدد', 'مكونات', 'الخلية', 'النباتية']",العلوم,"['مكونات', 'الخلية', 'النباتية', 'تشمل', 'الجدار', 'الغشاء', 'البلاستيدات', 'الفجوة', 'العصارية']"
"['عدد', 'فوائد', 'التغذية', 'السليمة']",الصحة,"['فوائد', 'التغذية', 'السليمة', 'تشمل', 'تعزيز', 'النمو', 'تحسين', 'الحفاظ', 'الوزن', 'تقليل', 'خطر', 'الأمراض', 'تحسين', 'الصحة', 'النفسية']"
"['عدد', 'أشكال', 'الجبال']",العلوم,"['أشكال', 'الجبال', 'تشمل', 'الجبال', 'الجبال', 'الجبال', 'الجبال', 'المتصدعة']"
"['عدد', 'فوائد', 'القراءة']",التعليم,"['فوائد', 'القراءة', 'تشمل', 'توسيع', 'تحسين', 'تنمية', 'المهارات', 'تعزيز', 'التفكير', 'تقليل', 'التوتر']"
"['عدد', 'عناصر', 'البيئة']",البيئة والطاقة,"['عناصر', 'البيئة', 'تشمل', 'الكائنات', 'المناخ']"
"['عدد', 'فوائد', 'السفر']",التعليم,"['فوائد', 'السفر', 'تشمل', 'اكتساب', 'تجارب', 'توسيع', 'الأفق', 'تعزيز', 'الصحة', 'تعلم', 'لغات', 'بناء', 'علاقات', 'دولية']"
"['عدد', 'مكونات', 'الجهاز', 'التنفسي']",العلوم,"['مكونات', 'الجهاز', 'التنفسي', 'تشمل', 'القصبة', 'الحجاب', 'الحاجز']"
"['عدد', 'أنواع', 'الصخور']",العلوم,"['أنواع', 'الصخور', 'تشمل', 'الصخور', 'الصخور', 'الصخور', 'المتحولة']"
"['عدد', 'فوائد', 'العمل', 'التطوعي']",التطوع,"['فوائد', 'العمل', 'التطوعي', 'تشمل', 'تعزيز', 'الروابط', 'اكتساب', 'مهارات', 'تحسين', 'الصحة', 'المساهمة', 'تنمية', 'تطوير', 'الذات']"
"['عدد', 'مكونات', 'الكمبيوتر']",التكنولوجيا,"['مكونات', 'الكمبيوتر', 'تشمل', 'وحدة', 'المعالجة', 'المركزية', 'CPU', 'الذاكرة', 'العشوائية', 'RAM', 'اللوحة', 'وحدة', 'التخزين', 'القرص', 'الصلب', 'SSD', 'بطاقة', 'لوحة', 'الفأرة']"
"['عدد', 'عناصر', 'القصة']",الثقافة,"['عناصر', 'القصة', 'تشمل', 'الزمان', 'الحل']"
"['عدد', 'فوائد', 'النوم', 'الصحي']",الصحة,"['فوائد', 'النوم', 'الصحي', 'تشمل', 'تحسين', 'تعزيز', 'تحسين', 'زيادة', 'تقليل', 'خطر', 'الأمراض', 'المزمنة']"
"['عدد', 'أنواع', 'المناخ']",العلوم,"['أنواع', 'المناخ', 'تشمل', 'المناخ', 'المناخ', 'المناخ', 'المناخ', 'المناخ', 'القطبي']"
"['عدد', 'فوائد', 'الموسيقى']",الثقافة,"['فوائد', 'الموسيقى', 'تشمل', 'تحسين', 'تعزيز', 'تقليل', 'تعزيز', 'تحسين', 'الإبداع']"
"['عدد', 'مكونات', 'الجهاز', 'الهضمي']",العلوم,"['مكونات', 'الجهاز', 'الهضمي', 'تشمل', 'الأمعاء', 'الأمعاء', 'البنكرياس']"
"['عدد', 'أنواع', 'المعادن']",العلوم,"['أنواع', 'المعادن', 'تشمل', 'المعادن', 'المعادن', 'المعادن', 'المعادن', 'المعادن', 'الثقيلة']"
"['عدد', 'فوائد', 'الابتكار', 'العمل']",الاقتصاد والعمل,"['فوائد', 'الابتكار', 'العمل', 'تشمل', 'تحسين', 'زيادة', 'تعزيز', 'تحفيز', 'تحقيق', 'النمو', 'المستدام']"
"['عدد', 'مكونات', 'الذرة']",العلوم,"['مكونات', 'الذرة', 'تشمل', 'السحابة', 'الإلكترونية']"
"['أسباب', 'التغيرات', 'المناخية']",البيئة والطاقة,"['أسباب', 'التغيرات', 'المناخية', 'تشمل', 'الانبعاثات', 'الكربونية', 'الناتجة', 'الأنشطة', 'إزالة', 'والتلوث', 'الصناعي']"
"['عم', 'تكتب']",الثقافة,"['أكتب', 'مدونتي', 'تجاربي', 'وآرائي', 'المواضيع', 'والنصائح', 'أود', 'مشاركتها']"
"['عم', 'تتحدث']",الثقافة,"['أتحدث', 'أصدقائي', 'الأحداث', 'والهوايات', 'والتجارب', 'والموضوعات', 'الثقافية']"
"['عم', 'تقرأ']",الثقافة,"['أقرأ', 'الجريدة', 'الأخبار', 'المحلية', 'والمقالات', 'والتحليلات', 'الاقتصادية']"
"['عم', 'تفكر']",الثقافة,"['أفكر', 'حاليا', 'التخطيط', 'لمستقبلي', 'وتطوير', 'وكيفية', 'تحقيق', 'أهدافي', 'الشخصية']"
"['عم', 'تدور']",الثقافة,"['تدور', 'محادثاتي', 'حول', 'الأحداث', 'والاهتمامات', 'والموضوعات', 'الثقافية', 'والعلمية']"
"['عم', 'تكتب', 'وقت']",الثقافة,"['أكتب', 'وقت', 'فراغي', 'تجاربي', 'والمواضيع', 'والأفكار', 'الإبداعية', 'أود', 'تطويرها']"
"['عم', 'تتحدث']",الاقتصاد والعمل,"['أتحدث', 'الاجتماعات', 'المشروعات', 'والأهداف', 'والتحديات', 'والفرص', 'المتاحة']"
"['عم', 'تهتم']",التعليم,"['أهتم', 'دراستي', 'بتحقيق', 'التفوق', 'وتطوير', 'وفهم', 'الموضوعات', 'بعمق']"
"['عم', 'تدور']",التعليم,"['تدور', 'أبحاثي', 'حول', 'مجالات', 'الاهتمام', 'الأكاديمية', 'الخاصة', 'وتحليل', 'واكتشاف', 'المعلومات', 'الجديدة']"
"['عم', 'تقرأ']",الثقافة,"['أقرأ', 'كتبي', 'المواضيع', 'والقصص', 'والتكنولوجيا']"
"['عم', 'تحب']",الثقافة,"['أحب', 'التحدث', 'المواضيع', 'والأحداث', 'والتجارب', 'والهوايات', 'المشتركة']"
"['عم', 'تعتمد']",الثقافة,"['أعتمد', 'قراراتي', 'جمع', 'المعلومات', 'وتحليل', 'والتشاور', 'الأشخاص', 'الموثوقين']"
"['عم', 'تدور']",الثقافة,"['تدور', 'اهتماماتي', 'حول', 'وممارسة', 'والتكنولوجيا']"
"['عم', 'تتحدث']",الثقافة,"['أتحدث', 'أسرتي', 'الأحداث', 'والخطط', 'والهوايات', 'والموضوعات', 'العائلية']"
"['عم', 'تفكر']",الترفيه,"['أفكر', 'السفر', 'استكشاف', 'الأماكن', 'والتعرف', 'الثقافات', 'والاسترخاء', 'والاستمتاع', 'بالوقت']"
"['عم', 'تدور']",الثقافة,"['تدور', 'مواضيعي', 'حول', 'الاهتمامات', 'والأبحاث', 'والتجارب', 'والتطورات', 'التكنولوجية']"
"['عم', 'تعتمد', 'تطوير']",التعليم,"['أعتمد', 'تطوير', 'نفسي', 'التعلم', 'وقراءة', 'وتلقي', 'الملاحظات', 'البناءة']"
"['عم', 'تقرأ']",الثقافة,"['أقرأ', 'الأدب', 'الروايات', 'والقصص', 'والنقد', 'الأدبي']"
"['عم', 'تتحدث']",الاقتصاد والعمل,"['أتحدث', 'زملائي', 'المشروعات', 'والتحديات', 'والأفكار', 'والتعاون', 'لتحقيق', 'الأهداف', 'المشتركة']"
"['عم', 'تفكر']",الثقافة,"['أفكر', 'الكتابة', 'توضيح', 'وتنسيق', 'والتأكد', 'الدقة', 'اللغوية', 'والإملائية']"
"['عم', 'تعتمد', 'حفظ']",التعليم,"['أعتمد', 'حفظ', 'المعلومات', 'تقنيات', 'التكرار', 'والملاحظات', 'والمراجعة', 'المستمرة']"
"['عم', 'تدور', 'محادثاتك']",الثقافة,"['تدور', 'محادثاتي', 'أصدقائي', 'حول', 'الأحداث', 'والهوايات', 'والتجارب', 'والموضوعات', 'الثقافية']"
"['عم', 'تهتم']",الترفيه,"['أهتم', 'العطلات', 'وقضاء', 'الوقت', 'العائلة', 'واستكشاف', 'الأماكن', 'الجديدة']"
